"","latitude","longitude","ratio","vegetationType"
"3802",51.67,39.17,0.146067416,"forest"
"3803",51.3,4.52,0.146229508,"forest"
"3804",37.83,111.44,0.146370275,"forest"
"3805",-37.65,144.85,0.146527918,"forest"
"3806",32.82,130.73,0.146682189,"forest"
"3807",52.48,-0.25,0.146766169,"forest"
"3808",49.25,16.62,0.147175378,"forest"
"3809",37.83,111.44,0.147212756,"forest"
"3810",48.8,16.4333,0.147247119,"forest"
"3811",31.2,110.7,0.147251114,"forest"
"3812",31.2091,110.7071,0.147251114,"forest"
"3813",43.66666667,-7.6,0.147270985,"forest"
"3814",44,-72,0.147343642,"forest"
"3815",36.7,111.18,0.147416738,"forest"
"3816",42,121.7,0.147540984,"forest"
"3817",36.65,111.92,0.147623544,"forest"
"3818",51.5,10,0.147675688,"forest"
"3819",28.8,113.09,0.147682119,"forest"
"3820",47.9,20.77,0.147825693,"forest"
"3821",49.32,16.67,0.147970174,"forest"
"3822",47.9,20.77,0.147998993,"forest"
"3823",53,42,0.1480345,"forest"
"3824",50.43,16.68,0.148083818,"forest"
"3825",50,27,0.148090565,"forest"
"3826",49.25,16.62,0.148172648,"forest"
"3827",54.17,27.5,0.148184019,"forest"
"3828",50.43,16.68,0.148292978,"forest"
"3829",49.23,15.37,0.148353681,"forest"
"3830",34.78,132.85,0.148548278,"forest"
"3831",35.69,109.1,0.149112426,"forest"
"3832",46.417,-83.3833,0.149152542,"forest"
"3833",51.5,10,0.149168446,"forest"
"3834",53.83,28,0.149244004,"forest"
"3835",51.5,10,0.149310775,"forest"
"3836",51.82,9.58,0.149494136,"forest"
"3837",53,42,0.149521531,"forest"
"3838",28.26,113.08,0.149539015,"forest"
"3839",51.67,41.75,0.149658306,"forest"
"3840",51.67,39.17,0.14973262,"forest"
"3841",41.4,125.1,0.149819495,"forest"
"3842",55.33,37,0.149940968,"forest"
"3843",42,121.7,0.15,"forest"
"3844",42,121.7,0.15,"forest"
"3845",42,121.7,0.15,"forest"
"3846",42,121.7,0.15,"forest"
"3847",42,121.7,0.15,"forest"
"3848",42,121.7,0.15,"forest"
"3849",42,121.7,0.15,"forest"
"3850",42,121.7,0.15,"forest"
"3851",42,121.7,0.15,"forest"
"3852",40.9,123.9,0.15,"forest"
"3853",40.9,123.9,0.15,"forest"
"3854",40.9,123.9,0.15,"forest"
"3855",41.4,125.1,0.15,"forest"
"3856",41.4,125.1,0.15,"forest"
"3857",41.4,125.1,0.15,"forest"
"3858",41.8,125.3,0.15,"forest"
"3859",41.8,125.3,0.15,"forest"
"3860",41.8,125.3,0.15,"forest"
"3861",42,121.7,0.150064683,"forest"
"3862",50,27,0.150224215,"forest"
"3863",51.5,10,0.15032042,"forest"
"3864",43.75,39.83,0.150365308,"forest"
"3865",45,135,0.150464094,"forest"
"3866",43.75,39.83,0.150510204,"forest"
"3867",56,38,0.150537634,"forest"
"3868",31.7,110.6,0.150608045,"forest"
"3869",31.7003,110.6076,0.150608045,"forest"
"3870",41.8,125.3,0.150619638,"forest"
"3871",29.7,114.3,0.150660597,"forest"
"3872",29.7071,114.3057,0.150660597,"forest"
"3873",44,-72,0.150706436,"forest"
"3874",27.67,114.63,0.15114539,"forest"
"3875",33.43,108.45,0.151424608,"forest"
"3876",56.67,49,0.151748971,"forest"
"3877",53,26,0.151759954,"forest"
"3878",33.43,108.45,0.15187947,"forest"
"3879",55.33,37,0.151903808,"forest"
"3880",31.75,105.21,0.152003794,"forest"
"3881",54.67,25,0.152076579,"forest"
"3882",55.83,39,0.152135231,"forest"
"3883",40.4,80.6,0.152273771,"forest"
"3884",40.4062,80.6061,0.152273771,"forest"
"3885",43.66666667,-7.6,0.152640073,"forest"
"3886",37.83,111.44,0.152786397,"forest"
"3887",50.13,11.87,0.152864351,"forest"
"3888",51.82,9.58,0.152985297,"forest"
"3889",34.66667,136.5,0.153110048,"forest"
"3890",34.67,136.5,0.153110048,"forest"
"3891",43.75,39.83,0.153214774,"forest"
"3892",47.7,128.9,0.153218032,"forest"
"3893",47.7092,128.9029,0.153226721,"forest"
"3894",56,13.5,0.153337342,"forest"
"3895",50.03,5.27,0.153388278,"forest"
"3896",34.91,132.95,0.153543307,"forest"
"3897",40.9,123.9,0.153618907,"forest"
"3898",43.75,39.83,0.153654898,"forest"
"3899",55.83,39,0.153704015,"forest"
"3900",52,28,0.153835095,"forest"
"3901",51.82,9.58,0.153855328,"forest"
"3902",55.33,37,0.153883261,"forest"
"3903",31.3,104.53,0.153941698,"forest"
"3904",40.79,123.93,0.154189462,"forest"
"3905",45,-1,0.15420023,"forest"
"3906",42.96666667,-1.316666667,0.15420639,"forest"
"3907",51.75,9.5,0.154253558,"forest"
"3908",40.88,123.91,0.154255319,"forest"
"3909",50,27,0.154362416,"forest"
"3910",54,26,0.154511075,"forest"
"3911",51.82,9.58,0.154532523,"forest"
"3912",44.2,134,0.154605459,"forest"
"3913",37.3,127.3,0.154639175,"forest"
"3914",51.783333,9.583333,0.154738878,"forest"
"3915",51.916667,6.7,0.154757497,"forest"
"3916",37.83,111.5,0.155014435,"forest"
"3917",49.28,16.68,0.155098942,"forest"
"3918",39,140,0.155251142,"forest"
"3919",51.82,9.58,0.155300473,"forest"
"3920",-42.82333333,147.5,0.155533498,"forest"
"3921",34.7,114.73,0.155539873,"forest"
"3922",42.52,125.42,0.155598631,"forest"
"3923",42.5,125.4,0.155603917,"forest"
"3924",48.67,7.08,0.155737705,"forest"
"3925",51.92,6.7,0.155795751,"forest"
"3926",41,-84,0.155937625,"forest"
"3927",-42.82333333,147.5,0.155957773,"forest"
"3928",50,27,0.155988858,"forest"
"3929",41.8,124.1,0.156028369,"forest"
"3930",50.43,16.68,0.156107527,"forest"
"3931",54,26,0.156156156,"forest"
"3932",32.82,130.73,0.156187767,"forest"
"3933",58.1,38.7,0.156364481,"forest"
"3934",56.67,49,0.15641293,"forest"
"3935",34.16,105.54,0.156620777,"forest"
"3936",49.25,16.62,0.15669627,"forest"
"3937",39,140,0.156792278,"forest"
"3938",51,30,0.156849779,"forest"
"3939",56,13.5,0.157081545,"forest"
"3940",58,33,0.157123036,"forest"
"3941",42.96666667,-1.316666667,0.157175515,"forest"
"3942",52.5,24.2,0.157260178,"forest"
"3943",33.5009,107.9057,0.157508686,"forest"
"3944",33.5,107.9,0.157528958,"forest"
"3945",42.53,124.85,0.157562676,"forest"
"3946",41.92,124.1,0.157594961,"forest"
"3947",37.83,111.5,0.157730116,"forest"
"3948",37.8316,111.5085,0.157730116,"forest"
"3949",43.5,125.5,0.157807309,"forest"
"3950",48.2,7.18,0.157857396,"forest"
"3951",48.67,7.08,0.157894737,"forest"
"3952",54.75,28.17,0.157913289,"forest"
"3953",-25.45,153.13,0.158043274,"forest"
"3954",32.82,130.73,0.158081007,"forest"
"3955",51.5,32.3,0.158206639,"forest"
"3956",58.1,38.7,0.15824034,"forest"
"3957",42.17,43,0.15827941,"forest"
"3958",37.05,113.5,0.158332456,"forest"
"3959",58.1,38.7,0.158389629,"forest"
"3960",50.43,16.68,0.158395791,"forest"
"3961",52,5.07,0.158501441,"forest"
"3962",42.7,141.6,0.158610272,"forest"
"3963",56.5,36.67,0.158679446,"forest"
"3964",58,33,0.158895265,"forest"
"3965",44,-72,0.158992982,"forest"
"3966",58,33,0.158993594,"forest"
"3967",50,27,0.15936255,"forest"
"3968",32.53333333,118.1833333,0.159397501,"forest"
"3969",51.3,4.52,0.159539474,"forest"
"3970",37.9173,111.46,0.159561753,"forest"
"3971",37.92,111.47,0.159593545,"forest"
"3972",36.73,112.1,0.15989413,"forest"
"3973",50.02,5.08,0.159925035,"forest"
"3974",54.17,27.5,0.159936238,"forest"
"3975",42.5,125.4,0.16,"forest"
"3976",42.5,125.4,0.16,"forest"
"3977",42.5,125.4,0.16,"forest"
"3978",43.5,125.5,0.16,"forest"
"3979",43.5,125.5,0.16,"forest"
"3980",43.5,125.5,0.16,"forest"
"3981",45.3,127.6,0.16,"forest"
"3982",45.3,127.6,0.16,"forest"
"3983",45.3,127.6,0.16,"forest"
"3984",41.8,124.1,0.16,"forest"
"3985",41.8,124.1,0.16,"forest"
"3986",41.8,124.1,0.16,"forest"
"3987",42.2,128.2,0.16,"forest"
"3988",42.2,128.2,0.16,"forest"
"3989",42.2,128.2,0.16,"forest"
"3990",42.1,128.1,0.16,"forest"
"3991",42.1,128.1,0.16,"forest"
"3992",42.1,128.1,0.16,"forest"
"3993",44,-72,0.160154855,"forest"
"3994",36.5,112.3,0.16031079,"forest"
"3995",-42.483333,146.466667,0.160326364,"forest"
"3996",54,86,0.160669456,"forest"
"3997",-42.483333,146.466667,0.160711777,"forest"
"3998",51.5,10,0.160776997,"forest"
"3999",32.82,130.73,0.160960654,"forest"
"4000",33.9,107.7,0.161182907,"forest"
"4001",33.9094,107.7036,0.161182907,"forest"
"4002",50,27,0.161190329,"forest"
"4003",36.42,111.28,0.16126727,"forest"
"4004",51.67,39.17,0.16137931,"forest"
"4005",44,-72,0.161381911,"forest"
"4006",33.9,132.9,0.161406026,"forest"
"4007",51.5,10,0.161514267,"forest"
"4008",51.67,39,0.161540851,"forest"
"4009",56,91,0.161550889,"forest"
"4010",39,140,0.161687923,"forest"
"4011",41.8,126.9,0.161847595,"forest"
"4012",49.25,16.62,0.161940155,"forest"
"4013",55.75,13.9166667,0.161946903,"forest"
"4014",32.5,121,0.162065606,"forest"
"4015",53,26,0.162089752,"forest"
"4016",34.78,132.85,0.162136385,"forest"
"4017",40.88,123.91,0.162225689,"forest"
"4018",51.75,9.5,0.162230672,"forest"
"4019",46.417,-83.3833,0.162295082,"forest"
"4020",50.43,16.68,0.162340549,"forest"
"4021",34.91,132.95,0.162393162,"forest"
"4022",33.9,132.9,0.162457912,"forest"
"4023",33.43,108.45,0.162493699,"forest"
"4024",33.43333333,108.45,0.162493699,"forest"
"4025",53.83,27,0.16255967,"forest"
"4026",45,-1,0.162589928,"forest"
"4027",34.9,138.9,0.162648557,"forest"
"4028",51.67,39,0.162786627,"forest"
"4029",53,42,0.162800875,"forest"
"4030",41.73,117.15,0.162949046,"forest"
"4031",-33.35,150.3,0.162956371,"forest"
"4032",44,-72,0.163060618,"forest"
"4033",32.82,130.73,0.163333333,"forest"
"4034",34.43,114.25,0.163449413,"forest"
"4035",43.5,27,0.1636953,"forest"
"4036",58.1,38.7,0.16370401,"forest"
"4037",50.67,26.5,0.163907285,"forest"
"4038",57.5,38.33,0.163909156,"forest"
"4039",51,30,0.16397966,"forest"
"4040",49.23,15.37,0.16406881,"forest"
"4041",45.3,127.6,0.164214244,"forest"
"4042",51.5,10,0.1642165,"forest"
"4043",50.43,16.68,0.164290848,"forest"
"4044",56.67,49,0.164309032,"forest"
"4045",51.42,9.98,0.16460177,"forest"
"4046",40.01,116.21,0.164675263,"forest"
"4047",51.67,39.17,0.164772727,"forest"
"4048",49.28,16.68,0.164805876,"forest"
"4049",42.2,128.2,0.164855072,"forest"
"4050",42.1,128.1,0.164898746,"forest"
"4051",51.5,10,0.164954871,"forest"
"4052",49.5,27.5,0.164968328,"forest"
"4053",34.78,135.83,0.164981554,"forest"
"4054",53,42,0.165028975,"forest"
"4055",43.66666667,-7.6,0.165041004,"forest"
"4056",58.1,38.7,0.165055411,"forest"
"4057",44,-72,0.165173983,"forest"
"4058",41.725,118.0933333,0.165182095,"forest"
"4059",34.15,107.83,0.165248924,"forest"
"4060",49.23,15.37,0.165570424,"forest"
"4061",37.7,111.48,0.165696679,"forest"
"4062",35.3,135.72,0.165728678,"forest"
"4063",47.5,-65.25,0.165816327,"forest"
"4064",53,42,0.165866154,"forest"
"4065",37.83,111.44,0.165868925,"forest"
"4066",50,27,0.166007905,"forest"
"4067",56,30,0.166161616,"forest"
"4068",52,29,0.166278166,"forest"
"4069",42.7,141.6,0.166320166,"forest"
"4070",40.79,123.93,0.166336346,"forest"
"4071",-42.82333333,147.5,0.166380233,"forest"
"4072",48.4,2.7,0.166531275,"forest"
"4073",48.4,2.7,0.166531275,"forest"
"4074",48.4,2.7,0.166666667,"forest"
"4075",48.4,2.7,0.166666667,"forest"
"4076",48.4,2.7,0.166666667,"forest"
"4077",37.22,113.8,0.166666667,"forest"
"4078",48.67,7.08,0.166666667,"forest"
"4079",48.4,2.7,0.166950596,"forest"
"4080",58.1,38.7,0.166959953,"forest"
"4081",35.3,135.72,0.167062485,"forest"
"4082",50.43,16.68,0.167227538,"forest"
"4083",43.75,39.83,0.167346939,"forest"
"4084",56.67,49,0.167467399,"forest"
"4085",43.75,39.83,0.167531719,"forest"
"4086",45.38333333,127.5333333,0.167562088,"forest"
"4087",34,132,0.167924528,"forest"
"4088",50,27,0.168202765,"forest"
"4089",56.5,36.67,0.168233083,"forest"
"4090",51.3,4.52,0.168323393,"forest"
"4091",33.2018,107.5022,0.168397692,"forest"
"4092",33.2,107.5,0.168397692,"forest"
"4093",32.82,130.73,0.168477513,"forest"
"4094",52,28,0.168646237,"forest"
"4095",33.33,108.5,0.168761828,"forest"
"4096",33.3322,108.5062,0.168761828,"forest"
"4097",48.67,7.08,0.168772793,"forest"
"4098",54.5,23.17,0.168780488,"forest"
"4099",58.1,38.7,0.168816095,"forest"
"4100",53.5,28,0.16885694,"forest"
"4101",52.67,24,0.168938455,"forest"
"4102",50,27,0.168961202,"forest"
"4103",50,27,0.169014085,"forest"
"4104",42.4,129.7,0.169239065,"forest"
"4105",43.3027,129.7091,0.169273291,"forest"
"4106",28.304,114.7063,0.16933042,"forest"
"4107",29.62,119.02,0.169330669,"forest"
"4108",28.3,114.7,0.169356384,"forest"
"4109",29.7,103.18,0.169689301,"forest"
"4110",29.62,119.02,0.16969697,"forest"
"4111",51.3,4.52,0.169722058,"forest"
"4112",40.01,116.21,0.1697609,"forest"
"4113",54.5,38.83,0.16994293,"forest"
"4114",40,124.2,0.17,"forest"
"4115",40,124.2,0.17,"forest"
"4116",40,124.2,0.17,"forest"
"4117",42.5,128.3,0.17,"forest"
"4118",42.5,128.3,0.17,"forest"
"4119",42.5,128.3,0.17,"forest"
"4120",41.8,124.1,0.17,"forest"
"4121",41.8,124.1,0.17,"forest"
"4122",41.8,124.1,0.17,"forest"
"4123",42.1,128.1,0.17,"forest"
"4124",42.1,128.1,0.17,"forest"
"4125",42.1,128.1,0.17,"forest"
"4126",42.1,128.1,0.17,"forest"
"4127",42.1,128.1,0.17,"forest"
"4128",42.1,128.1,0.17,"forest"
"4129",42.1,128.1,0.17,"forest"
"4130",42.1,128.1,0.17,"forest"
"4131",42.1,128.1,0.17,"forest"
"4132",32.82,130.73,0.170003778,"forest"
"4133",32.83,130.67,0.170186335,"forest"
"4134",32.83333,130.666667,0.170186335,"forest"
"4135",42.96666667,-1.316666667,0.170198989,"forest"
"4136",44,-72,0.170237205,"forest"
"4137",55.98,13.17,0.170240586,"forest"
"4138",51.83,39.58,0.170506912,"forest"
"4139",35.23471,127.150056,0.170592434,"forest"
"4140",47.77,128.04,0.17061552,"forest"
"4141",32.82,130.73,0.170689655,"forest"
"4142",34,133,0.170803917,"forest"
"4143",54.83,28,0.170807453,"forest"
"4144",58.1,38.7,0.170897147,"forest"
"4145",31.68,105.18,0.170964525,"forest"
"4146",-42.82,147.51,0.17118215,"forest"
"4147",-42.82,147.51,0.17118215,"forest"
"4148",44,-72,0.171284104,"forest"
"4149",43.75,39.83,0.171479255,"forest"
"4150",42.1,128.1,0.171498239,"forest"
"4151",36.144,138,0.171498858,"forest"
"4152",44,-72,0.171504395,"forest"
"4153",32.82,130.73,0.171701113,"forest"
"4154",-30.816667,151.5,0.171888261,"forest"
"4155",43.75,39.83,0.172063406,"forest"
"4156",43.75,39.83,0.172102706,"forest"
"4157",43.75,39.83,0.172136422,"forest"
"4158",56,91,0.17219917,"forest"
"4159",31.27,105.47,0.172267034,"forest"
"4160",-35.33333333,149.325,0.172359079,"forest"
"4161",-33.35,150.3,0.172463432,"forest"
"4162",31,110.3,0.172496721,"forest"
"4163",31.0043,110.3094,0.172496721,"forest"
"4164",42.1,128.1,0.172690763,"forest"
"4165",42.1,128.1,0.17287695,"forest"
"4166",45.18,130.18,0.172919605,"forest"
"4167",37.12361111,127.9783333,0.172922817,"forest"
"4168",42.5,128.3,0.172932331,"forest"
"4169",41.8,124.1,0.172972973,"forest"
"4170",53.67,27,0.17297864,"forest"
"4171",36.75,112.48,0.172983355,"forest"
"4172",43.5,27,0.172995781,"forest"
"4173",45.2,127.5,0.173029106,"forest"
"4174",29.62,119.02,0.173138453,"forest"
"4175",51.17,5.33,0.173140449,"forest"
"4176",50.43,16.68,0.173179995,"forest"
"4177",58.1,38.7,0.173199899,"forest"
"4178",41.96,125.11,0.173349057,"forest"
"4179",31.81,114.4,0.173358827,"forest"
"4180",50,27,0.173460899,"forest"
"4181",43.75,39.83,0.173646578,"forest"
"4182",40.11,124.33,0.173662704,"forest"
"4183",35.2,140.1,0.173686759,"forest"
"4184",44,-72,0.173733699,"forest"
"4185",32.83,130.67,0.173758865,"forest"
"4186",32.83333,130.666667,0.173758865,"forest"
"4187",-35.65,146.81,0.173844191,"forest"
"4188",43.75,39.83,0.17385344,"forest"
"4189",43.75,39.83,0.173921588,"forest"
"4190",29.2,113.8,0.17398592,"forest"
"4191",29.2088,113.8009,0.17398592,"forest"
"4192",40.88,123.91,0.174010886,"forest"
"4193",35.27,112.45,0.174193548,"forest"
"4194",-30.816667,151.5,0.174237018,"forest"
"4195",56.25,32.67,0.174291939,"forest"
"4196",56,91,0.174303259,"forest"
"4197",60.27,16.22,0.174373259,"forest"
"4198",27.67,114.63,0.174536058,"forest"
"4199",36.15,111.02,0.174570663,"forest"
"4200",50.13,11.87,0.174578266,"forest"
"4201",43.75,39.83,0.174702272,"forest"
"4202",40,124.2,0.17472119,"forest"
"4203",56.5,36.67,0.174908425,"forest"
"4204",33.43,108.45,0.174925728,"forest"
"4205",40.89,124.78,0.175089392,"forest"
"4206",36.85,138.683333,0.175097276,"forest"
"4207",36.85,138.68,0.175122829,"forest"
"4208",40.7,124.7,0.175208582,"forest"
"4209",51.42,9.98,0.175261027,"forest"
"4210",47.9,20.466667,0.17545589,"forest"
"4211",47.9,20.47,0.17545589,"forest"
"4212",40.9,123.9,0.175480769,"forest"
"4213",40.88,123.91,0.17555876,"forest"
"4214",32.5,121,0.175643087,"forest"
"4215",42.7,141.6,0.175664096,"forest"
"4216",31.81,114.4,0.175732218,"forest"
"4217",44,-72,0.175777625,"forest"
"4218",58.1,38.7,0.175913758,"forest"
"4219",36.53,108.88,0.175925926,"forest"
"4220",55.983333,13.166667,0.175925926,"forest"
"4221",58.1,38.7,0.175970763,"forest"
"4222",55.33,37,0.175979983,"forest"
"4223",42.7,141.6,0.176036343,"forest"
"4224",44,-72,0.176036419,"forest"
"4225",37.83,111.5,0.176127647,"forest"
"4226",49.25,16.62,0.176313589,"forest"
"4227",45,135,0.176320343,"forest"
"4228",56,91,0.176377953,"forest"
"4229",31.27,105.47,0.176439627,"forest"
"4230",51.3,4.52,0.176470588,"forest"
"4231",-35.33333333,149.325,0.17652811,"forest"
"4232",41.7,125,0.176598894,"forest"
"4233",-32.333,148.233,0.176712329,"forest"
"4234",-43,-74,0.176767677,"forest"
"4235",35.3,135.72,0.176785098,"forest"
"4236",42.7,141.6,0.176862256,"forest"
"4237",36.45,140.11,0.17699115,"forest"
"4238",56,91,0.177098496,"forest"
"4239",37,120,0.177244582,"forest"
"4240",37.0043,120.0003,0.177244582,"forest"
"4241",45,-1,0.177266576,"forest"
"4242",33.43,108.45,0.177320734,"forest"
"4243",58.1,38.7,0.177343041,"forest"
"4244",44,-72,0.177511087,"forest"
"4245",-32.333,148.233,0.177514793,"forest"
"4246",-33.35,150.3,0.177594184,"forest"
"4247",36.27,110.95,0.17760329,"forest"
"4248",40.79,123.93,0.177739235,"forest"
"4249",50,27,0.177878754,"forest"
"4250",31.27,105.47,0.17805776,"forest"
"4251",39.8,115.6,0.178137652,"forest"
"4252",54.5,23.17,0.178176796,"forest"
"4253",31.81,114.4,0.178228388,"forest"
"4254",32.82,130.73,0.178451178,"forest"
"4255",31.81,114.4,0.178452776,"forest"
"4256",50.43,16.68,0.178683009,"forest"
"4257",56,-4,0.178768745,"forest"
"4258",49.28,16.68,0.179053374,"forest"
"4259",49.25,16.62,0.179081116,"forest"
"4260",35.67,113.52,0.179081178,"forest"
"4261",47.2,128.9,0.179104478,"forest"
"4262",31.6,114.67,0.179114391,"forest"
"4263",31.6017,114.8019,0.179127611,"forest"
"4264",50,27,0.179166006,"forest"
"4265",-30.816667,151.5,0.179171141,"forest"
"4266",31.27,105.47,0.179230522,"forest"
"4267",50.13,11.87,0.179282869,"forest"
"4268",33.38,104.68,0.179285848,"forest"
"4269",33.38333333,104.6833333,0.179285848,"forest"
"4270",50,27,0.179321939,"forest"
"4271",31.1,116.18,0.179351741,"forest"
"4272",36.2,113.17,0.179354114,"forest"
"4273",50,27,0.179500602,"forest"
"4274",51.42,9.98,0.179765292,"forest"
"4275",46.5,134,0.179771768,"forest"
"4276",55.52,11.77,0.17989418,"forest"
"4277",32.82,130.73,0.179900744,"forest"
"4278",42.5,128.3,0.18,"forest"
"4279",42.5,128.3,0.18,"forest"
"4280",42.5,128.3,0.18,"forest"
"4281",42.4,128.1,0.18,"forest"
"4282",42.4,128.1,0.18,"forest"
"4283",42.4,128.1,0.18,"forest"
"4284",40.9,123.9,0.18,"forest"
"4285",40.9,123.9,0.18,"forest"
"4286",40.9,123.9,0.18,"forest"
"4287",40.9,123.9,0.18,"forest"
"4288",40.9,123.9,0.18,"forest"
"4289",40.9,123.9,0.18,"forest"
"4290",42.3,128.1,0.18,"forest"
"4291",42.3,128.1,0.18,"forest"
"4292",42.3,128.1,0.18,"forest"
"4293",39.8,115.6,0.18,"forest"
"4294",39.8,115.6,0.18,"forest"
"4295",39.8,115.6,0.18,"forest"
"4296",39.8,115.6,0.18,"forest"
"4297",39.8,115.6,0.18,"forest"
"4298",39.8,115.6,0.18,"forest"
"4299",42.2,128.2,0.18,"forest"
"4300",42.2,128.2,0.18,"forest"
"4301",42.2,128.2,0.18,"forest"
"4302",40.7,124.7,0.18,"forest"
"4303",40.7,124.7,0.18,"forest"
"4304",40.7,124.7,0.18,"forest"
"4305",47.2,128.9,0.18,"forest"
"4306",47.2,128.9,0.18,"forest"
"4307",47.2,128.9,0.18,"forest"
"4308",47.2,128.9,0.18,"forest"
"4309",47.2,128.9,0.18,"forest"
"4310",47.2,128.9,0.18,"forest"
"4311",47.2,128.9,0.18,"forest"
"4312",47.2,128.9,0.18,"forest"
"4313",47.2,128.9,0.18,"forest"
"4314",47.2,128.9,0.18,"forest"
"4315",47.2,128.9,0.18,"forest"
"4316",47.2,128.9,0.18,"forest"
"4317",47.2,128.9,0.18,"forest"
"4318",47.2,128.9,0.18,"forest"
"4319",47.2,128.9,0.18,"forest"
"4320",47.2,128.9,0.18,"forest"
"4321",47.2,128.9,0.18,"forest"
"4322",47.2,128.9,0.18,"forest"
"4323",47.2,128.9,0.18,"forest"
"4324",47.2,128.9,0.18,"forest"
"4325",47.2,128.9,0.18,"forest"
"4326",47.2,128.9,0.18,"forest"
"4327",47.2,128.9,0.18,"forest"
"4328",47.2,128.9,0.18,"forest"
"4329",47.7,127.8,0.18,"forest"
"4330",47.7,127.8,0.18,"forest"
"4331",47.7,127.8,0.18,"forest"
"4332",42.1,128.1,0.18,"forest"
"4333",42.1,128.1,0.18,"forest"
"4334",42.1,128.1,0.18,"forest"
"4335",42.1,128.1,0.18,"forest"
"4336",42.1,128.1,0.18,"forest"
"4337",42.1,128.1,0.18,"forest"
"4338",35.53,109,0.180060652,"forest"
"4339",53.67,27,0.180069572,"forest"
"4340",50,27,0.180105171,"forest"
"4341",53,42,0.1801927,"forest"
"4342",33.3,108.3,0.180193847,"forest"
"4343",33.3052,108.3089,0.180193847,"forest"
"4344",37.2,111.38,0.180332298,"forest"
"4345",37.83,111.44,0.180412371,"forest"
"4346",52.48,-0.25,0.180478821,"forest"
"4347",-35.031554,149.333426,0.180575475,"forest"
"4348",44.3,129.4,0.180750745,"forest"
"4349",44.3065,129.4019,0.180794742,"forest"
"4350",28.79,115.72,0.180902153,"forest"
"4351",52.67,24,0.181023983,"forest"
"4352",50.03,4.5,0.181126789,"forest"
"4353",56.5,23.5,0.181132075,"forest"
"4354",44,-72,0.181157443,"forest"
"4355",48.67,7.08,0.18115942,"forest"
"4356",34.43,114.25,0.181195079,"forest"
"4357",53.67,27,0.181239285,"forest"
"4358",44.466667,-73.2,0.18128655,"forest"
"4359",41.9,127,0.181391994,"forest"
"4360",50,27,0.181505165,"forest"
"4361",42.5,128.3,0.181547619,"forest"
"4362",-28.533333,152.683333,0.181583224,"forest"
"4363",31.75,105.21,0.181685196,"forest"
"4364",54.5,44,0.181751288,"forest"
"4365",34,133,0.181764878,"forest"
"4366",47.2,128.9,0.181818182,"forest"
"4367",48.67,7.08,0.181818182,"forest"
"4368",49,6,0.181902124,"forest"
"4369",45,35,0.181966323,"forest"
"4370",47.2,128.9,0.181975737,"forest"
"4371",42.4,128.1,0.182006205,"forest"
"4372",42.7,141.6,0.182186235,"forest"
"4373",50.43,16.68,0.182240081,"forest"
"4374",47.2,128.9,0.182242991,"forest"
"4375",34.9,138.9,0.182276039,"forest"
"4376",31.7,110.6,0.182438965,"forest"
"4377",33.43,108.45,0.182511737,"forest"
"4378",50.43,16.68,0.18261968,"forest"
"4379",48.67,7.08,0.182692308,"forest"
"4380",56,42,0.182773109,"forest"
"4381",42.1,128.1,0.1827853,"forest"
"4382",27.67,114.63,0.182818853,"forest"
"4383",47.2,128.9,0.18287037,"forest"
"4384",42.3,128.1,0.182900893,"forest"
"4385",47.2,128.9,0.182902584,"forest"
"4386",36.45,140.11,0.182926829,"forest"
"4387",42.7,141.6,0.182982617,"forest"
"4388",47.2,128.9,0.183044316,"forest"
"4389",53.25,28.83,0.183102418,"forest"
"4390",50.43,16.68,0.18310469,"forest"
"4391",42.2,128.2,0.183168317,"forest"
"4392",53,42,0.183172928,"forest"
"4393",54.5,27,0.183202654,"forest"
"4394",51.2,42,0.183284989,"forest"
"4395",42.1,128.1,0.183315038,"forest"
"4396",39.8,115.6,0.183333333,"forest"
"4397",53.25,28.83,0.183500563,"forest"
"4398",58,33,0.183570916,"forest"
"4399",37.7,111.43,0.183604048,"forest"
"4400",37.7031,111.4308,0.183604048,"forest"
"4401",42.42,128.2,0.183617777,"forest"
"4402",36.82,113.33,0.183621367,"forest"
"4403",-25.45,153.07,0.183684211,"forest"
"4404",47.7,127.8,0.183710407,"forest"
"4405",53.67,27,0.184,"forest"
"4406",47.77,128.04,0.184012885,"forest"
"4407",31.75,105.21,0.184219438,"forest"
"4408",58.1,38.7,0.184237663,"forest"
"4409",-30.816667,151.5,0.184437124,"forest"
"4410",56,-4,0.184511215,"forest"
"4411",56,42,0.184543638,"forest"
"4412",-42.483333,146.466667,0.184558046,"forest"
"4413",40.88,123.91,0.184558732,"forest"
"4414",33.43,108.45,0.184567032,"forest"
"4415",51.67,39.17,0.184615385,"forest"
"4416",35,138,0.184637445,"forest"
"4417",31.27,105.47,0.184671557,"forest"
"4418",53,26,0.184727681,"forest"
"4419",40.9,123.9,0.184769039,"forest"
"4420",54.5,27,0.184804928,"forest"
"4421",54.5,29,0.184863524,"forest"
"4422",-33.35,150.3,0.184878661,"forest"
"4423",27.67,114.63,0.184914301,"forest"
"4424",34.91,132.95,0.185185185,"forest"
"4425",50.13,11.87,0.185185185,"forest"
"4426",48.67,7.08,0.185185185,"forest"
"4427",29.7279,106.6331,0.185257032,"forest"
"4428",29.72,106.6,0.185257032,"forest"
"4429",50,27,0.185258427,"forest"
"4430",47.2,128.9,0.185303514,"forest"
"4431",34.31,106.34,0.185380385,"forest"
